Width	Height	nb_Planes	nb_Tracks	Pixel_Size(um)	Frame_Duration(s)	Gaussian_Fit	Spectral
200	200	5000	95459	0.160	0.020	X Y sigmaX sigmaY	False
Track	Plane	CentroidX(px)	CentroidY(px)	CentroidZ(um)	Integrated_Intensity	id	Pair_Distance(px)
 1	 1	 76.4923553466797	 103.846557617188	-1	 3014.63037109375	 18	 0
 1	 2	 76.8452682495117	 103.433891296387	-1	 2035.14331054688	 35	 0
 1	 3	 76.6141738891602	 104.037658691406	-1	 2567.46166992188	 47	 0
 1	 4	 76.5065078735352	 104.202087402344	-1	 2771.70166015625	 70	 0
 1	 5	 76.2046127319336	 103.53426361084	-1	 3035.12963867188	 81	 0
 1	 6	 76.4890899658203	 103.468879699707	-1	 3218.51416015625	 99	 0
 1	 7	 77.0281524658203	 103.062622070313	-1	 2029.46276855469	 120	 0
 1	 8	 76.3874588012695	 103.434661865234	-1	 2810.076171875	 142	 0
 1	 9	 76.5331726074219	 103.974418640137	-1	 3036.60815429688	 169	 0
 1	 10	 76.4531478881836	 103.783988952637	-1	 3034.48999023438	 181	 0
 1	 11	 76.5297393798828	 103.602447509766	-1	 2691.75244140625	 207	 0
 1	 12	 76.7679443359375	 103.437492370605	-1	 2733.3095703125	 216	 0
 1	 13	 76.4460296630859	 103.396339416504	-1	 1885.33251953125	 235	 0
 1	 14	 76.0997467041016	 104.102355957031	-1	 1338.43139648438	 257	 0
 1	 15	 76.2309875488281	 104.017578125	-1	 1378.74536132813	 272	 0
 1	 16	 76.0038757324219	 104.246772766113	-1	 2297.59765625	 286	 0
 1	 17	 76.3681945800781	 103.497024536133	-1	 1728.95361328125	 292	 0
 1	 18	 76.6218948364258	 103.504440307617	-1	 1984.474609375	 313	 0
 1	 19	 76.6977233886719	 103.473167419434	-1	 1944.02502441406	 344	 0
 1	 20	 76.8526153564453	 102.934776306152	-1	 1413.86486816406	 357	 0
 1	 21	 77.2866973876953	 103.138778686523	-1	 1611.17504882813	 380	 0
 1	 22	 76.7550430297852	 103.561241149902	-1	 943.466796875	 400	 0
 1	 23	 77.2364196777344	 104.490058898926	-1	 1167.97448730469	 429	 0
 1	 24	 76.516975402832	 103.546722412109	-1	 1110.70520019531	 440	 0
 1	 25	 76.241096496582	 103.039596557617	-1	 914.534240722656	 461	 0
 1	 26	 76.5616073608398	 103.512718200684	-1	 1763.96789550781	 482	 0
